-BEGIN HEADER-,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,
Dates (month/day/year): 10/01/2019 through 10/01/2025 in LST,,,,,,,,,
Location: Latitude  41.3981   Longitude 2.1538 ,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,
Parameter(s): ,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) ,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,
-END HEADER-,,,,,,,,,
YEAR,MO,DY,HR,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DWN,PRECTOTCORR,T2MWET
2023,4,10,14,22.53,35.05,4.1,517.6,0,14.27
2023,4,10,15,21.65,37.88,4.74,320.8,0,14.04
2023,4,10,16,19.91,44.06,5.25,184.5,0,13.53
2023,4,10,17,17.3,55.01,4.9,66.07,0,12.68
2023,4,10,18,14.35,70.43,3.13,2.92,0,11.66
2023,4,10,19,12.93,80.79,1.2,0,0,11.31
2023,4,10,20,12.69,82.98,0.23,0,0,11.27
2023,4,10,21,12.62,82.08,0.55,0,0,11.11
2023,4,10,22,12.61,80.08,0.62,0,0,10.9
2023,4,10,23,12.76,77.68,0.48,0,0,10.82
2023,4,11,0,13.01,75.23,0.34,0,0,10.82
2023,4,11,1,12.77,75.66,0.34,0,0,10.62
2023,4,11,2,12.34,76.85,0.59,0,0,10.29
2023,4,11,3,12.33,75.91,0.52,0,0,10.18
2023,4,11,4,12.33,75.35,0.47,0,0,10.11
2023,4,11,5,12.07,76.54,0.5,13.45,0.01,9.96
2023,4,11,6,13.28,72.47,0.5,120.43,0.01,10.77
2023,4,11,7,15.4,59.68,1.59,279.45,0,11.37
2023,4,11,8,17.04,52.45,2.97,442.67,0.01,12
2023,4,11,9,18.35,49.33,3.3,578.55,0.01,12.81
2023,4,11,10,19.52,47.08,3.67,685.62,0.01,13.6
2023,4,11,11,20.57,45.51,4.12,741.9,0.01,14.39
2023,4,11,12,21.55,44.21,4.57,757.53,0,15.12
2023,4,11,13,22.32,42.77,5.03,666.2,0,15.63
2023,4,11,14,22.61,41.92,5.55,541.85,0,15.76
2023,4,11,15,22.33,41.91,6.11,369.98,0,15.48
2023,4,11,16,21.37,43.43,6.46,216.73,0,14.83
2023,4,11,17,19.19,50.66,6.39,75.95,0,13.91
2023,4,11,18,15.94,66.25,5.16,4.1,0,12.77
2023,4,11,19,14,79.38,4.13,0,0,12.23
2023,4,11,20,12.68,88.87,3.02,0,0.01,11.79
2023,4,11,21,11.79,94.98,2.59,0,0.01,11.41
2023,4,11,22,11.41,96.88,2.12,0,0,11.17
2023,4,11,23,11.4,95.27,1.64,0,0,11.04
2023,4,12,0,11.54,91.68,1.3,0,0,10.88
2023,4,12,1,11.85,86.49,1.04,0,0,10.75
2023,4,12,2,12.18,82.05,0.7,0,0,10.67
2023,4,12,3,12.43,79.49,0.69,0,0.01,10.67
2023,4,12,4,11.53,84.2,1.24,0,0.02,10.2
2023,4,12,5,10.96,87.29,1.76,16.4,0.02,9.89
2023,4,12,6,12.99,76.53,2.34,146.95,0.02,10.9
2023,4,12,7,15.76,61.52,3.44,335.67,0,11.99
2023,4,12,8,18.46,51.9,4.45,534.33,0,13.37
2023,4,12,9,21.08,43.41,5.35,685.62,0,14.55
2023,4,12,10,23.15,34.67,6.32,803.7,0,14.84
2023,4,12,11,24.33,28.7,7.25,863.22,0,14.57
2023,4,12,12,24.88,24.84,8.01,852.7,0,14.02
2023,4,12,13,24.94,22.63,8.71,793.1,0,13.37
2023,4,12,14,24.42,21.81,9.47,605.8,0,12.62
2023,4,12,15,22.84,24.99,9.84,336.02,0.01,12.17
2023,4,12,16,20.63,34.12,9.22,196.52,0.09,12.4
2023,4,12,17,18.67,45.4,7.52,74.7,0.14,12.62
2023,4,12,18,16.99,53.93,4.94,3.42,0.01,12.27
2023,4,12,19,15.16,63.38,1.64,0,0.06,11.68
2023,4,12,20,14.31,67.77,0.94,0,0.12,11.36
2023,4,12,21,12.76,75.21,2.26,0,0.25,10.62
2023,4,12,22,11.89,80.46,1.79,0,0.23,10.25
2023,4,12,23,11.03,83.78,1.74,0,0.2,9.71
2023,4,13,0,10.25,84.78,2.08,0,0.12,9.01
2023,4,13,1,9.57,82.73,2.23,0,0.08,8.14
2023,4,13,2,8.69,78.39,2.48,0,0.07,6.84
2023,4,13,3,7.7,73.5,2.64,0,0.1,5.33
2023,4,13,4,6.63,70.16,2.74,0,0.09,3.89
2023,4,13,5,6.18,68.11,2.95,19.45,0.08,3.26
2023,4,13,6,8.27,57.78,4.37,167,0.08,4.18
2023,4,13,7,11.15,46.1,4.96,363.48,0.07,5.44
2023,4,13,8,13.6,36.84,4.91,546.45,0.04,6.27
2023,4,13,9,15.25,31.39,4.77,732.85,0.03,6.75
2023,4,13,10,16.24,28.86,5.25,791.08,0.04,7.1
2023,4,13,11,16.77,28.22,6.32,765.92,0.04,7.43
2023,4,13,12,16.89,28.72,7.54,763.83,0.02,7.64
2023,4,13,13,16.73,29.17,8.77,660.2,0.2,7.61
2023,4,13,14,16.4,29.37,9.6,524.75,0.37,7.36
2023,4,13,15,16.04,29.71,9.76,300.7,0.1,7.12
2023,4,13,16,15.62,30.98,9.6,187,0.01,7.02
2023,4,13,17,14.74,34.66,8.82,76.82,0,6.95
2023,4,13,18,13.14,41.89,7.57,4.97,0,6.76
2023,4,13,19,12.23,47.58,7.02,0,0,6.79
2023,4,13,20,11.6,51.93,6.38,0,0,6.78
2023,4,13,21,11.35,54.41,5.92,0,0,6.88
2023,4,13,22,10.98,57.65,5.3,0,0,6.93
2023,4,13,23,10.34,62.39,4.7,0,0,6.87
2023,4,14,0,9.08,69.79,4.1,0,0,6.43
2023,4,14,1,8.01,76.79,3.77,0,0,6.06
2023,4,14,2,7.29,82.03,3.51,0,0,5.81
2023,4,14,3,6.71,86.49,3.35,0,0,5.62
2023,4,14,4,6.23,89.08,3.21,0,0,5.33
2023,4,14,5,6.35,86.23,2.8,16.83,0,5.19
2023,4,14,6,8.61,71.65,2.63,104.62,0,6.09
2023,4,14,7,10.92,59.93,2.12,237.77,0.05,7.12
2023,4,14,8,13.71,50.77,3.51,372,0.1,8.68
2023,4,14,9,16.01,45.74,4.94,542.12,0.02,10.15
2023,4,14,10,17.77,43.71,5.99,575.83,0.01,11.49
2023,4,14,11,18.91,42.73,6.93,793.6,0.03,12.42
2023,4,14,12,19.78,42.19,7.58,824.7,0.07,13.17
2023,4,14,13,20.2,42.71,8.28,716.4,0.06,13.65
2023,4,14,14,20.28,43.51,8.96,539.28,0.04,13.86
2023,4,14,15,20.26,42.88,9.42,312.73,0.02,13.73
2023,4,14,16,19.88,42.29,9.59,186.3,0,13.23
2023,4,14,17,18.88,43.88,9.47,70.25,0,12.54
2023,4,14,18,17.52,47.83,9,4.35,0.02,11.88
2023,4,14,19,16.46,51.46,8.77,0,0.02,11.41
2023,4,14,20,15.35,53.96,8.28,0,0.03,10.66
2023,4,14,21,13.69,58.51,6.84,0,0.04,9.64
2023,4,14,22,12.18,63.28,5.8,0,0.07,8.73
2023,4,14,23,11.04,67.07,5.18,0,0.08,8.06
2023,4,15,0,10.01,71.58,4.65,0,0.07,7.52
2023,4,15,1,9.12,76.42,4.28,0,0.07,7.1
2023,4,15,2,8.46,79.94,4.1,0,0.06,6.77
2023,4,15,3,8.04,81.83,4.17,0,0.06,6.52
2023,4,15,4,7.8,82.62,4.44,0,0.06,6.36
2023,4,15,5,8.13,80.8,4.87,25,0.08,6.53
2023,4,15,6,10.44,70.53,5.96,180.02,0.08,7.83
2023,4,15,7,13.77,55.26,6.09,380.33,0.07,9.33
2023,4,15,8,16.89,43.6,5.68,526.08,0.03,10.62
2023,4,15,9,18.95,38.28,5.36,699.95,0.01,11.62
2023,4,15,10,20.65,33.6,5.58,757.67,0,12.26
2023,4,15,11,22,29.26,5.65,799.1,0,12.51
2023,4,15,12,22.98,25.38,5.67,748.62,0,12.36
2023,4,15,13,23.35,22.75,5.76,641.47,0,11.91
2023,4,15,14,22.67,22.58,5.94,513.33,0,11.19
2023,4,15,15,21.06,24.49,5.71,439.4,0,10.26
2023,4,15,16,18.93,29.34,5.06,263.5,0,9.46
2023,4,15,17,16.78,35.93,4.43,103.43,0,8.86
2023,4,15,18,13.74,48.12,2.84,5.93,0,8.1
2023,4,15,19,12.01,54.3,2.89,0,0,7.4
2023,4,15,20,11.03,55.85,3.23,0,0,6.74
2023,4,15,21,10.31,57.86,3.44,0,0,6.3
2023,4,15,22,9.79,59.4,3.57,0,0,5.98
2023,4,15,23,9.36,61.13,3.73,0,0,5.76
2023,4,16,0,9.03,62.91,3.92,0,0,5.62
2023,4,16,1,8.67,64.45,4,0,0,5.44
2023,4,16,2,8.26,65.7,3.97,0,0,5.15
2023,4,16,3,7.91,65.81,3.79,0,0,4.81
2023,4,16,4,7.68,65.05,3.52,0,0,4.52
2023,4,16,5,7.91,63.59,3.37,27.02,0,4.6
2023,4,16,6,11.3,52.39,3.58,188.8,0,6.57
2023,4,16,7,14.2,40.4,3.59,400.15,0,7.52
2023,4,16,8,16.88,32.87,1.98,465.4,0,8.51
2023,4,16,9,18.76,27.09,1.49,697.42,0,8.9
2023,4,16,10,19.99,24,1.94,727.67,0,9.24
2023,4,16,11,20.9,22.93,2.26,715.4,0,9.77
2023,4,16,12,21.6,22.62,2.61,748.92,0,10.25
2023,4,16,13,21.96,22.58,2.97,710.78,0,10.54
2023,4,16,14,21.91,23.05,3.31,633.12,0,10.6
2023,4,16,15,21.36,24.45,3.74,480.62,0,10.48
2023,4,16,16,20.23,27.07,4.14,297.1,0,10.14
2023,4,16,17,18.15,34.06,3.96,116.38,0,9.85
2023,4,16,18,14.54,55.19,2.89,6.57,0,10.02
2023,4,16,19,12.63,65.89,1.74,0,0,9.42
2023,4,16,20,11.66,70.29,1.62,0,0,8.93
2023,4,16,21,11.09,70.87,2.07,0,0,8.4
2023,4,16,22,10.7,70.27,2.25,0,0,7.92
2023,4,16,23,10.52,69.01,2.1,0,0,7.58
2023,4,17,0,10.45,67.7,1.68,0,0,7.36
2023,4,17,1,10.69,65.63,1.15,0,0,7.33
2023,4,17,2,10.54,65.55,0.55,0,0,7.13
2023,4,17,3,9.7,68.29,0.74,0,0,6.57
2023,4,17,4,8.34,73.14,1.67,0,0,5.71
2023,4,17,5,7.6,74.97,2.4,24.38,0,5.19
2023,4,17,6,10.64,58.63,3.15,170.23,0,6.49
2023,4,17,7,13.85,43.2,1.32,363.98,0,7.46
2023,4,17,8,16.55,37.24,2.32,553.85,0,8.97
2023,4,17,9,17.95,35.83,3.09,709.22,0,9.98
2023,4,17,10,18.89,34.2,3.77,817.35,0,10.55
2023,4,17,11,19.56,33.4,4.62,877.08,0.01,11.02
2023,4,17,12,19.83,33.98,5.53,860.67,0,11.43
2023,4,17,13,19.62,35.98,6.19,755.28,0,11.7
2023,4,17,14,18.88,40.03,6.63,632.3,0,11.82
2023,4,17,15,17.77,45.91,6.59,437.3,0,11.81
2023,4,17,16,16.37,53.03,6.12,261.92,0,11.55
2023,4,17,17,14.68,61.74,5.33,101.9,0,11.04
2023,4,17,18,12.78,72.1,3.54,4.88,0.72,10.34
2023,4,17,19,11.73,79.7,2.08,0,4.07,10.04
2023,4,17,20,11.46,82.22,1.35,0,6.41,10.02
2023,4,17,21,11.26,83.54,1.21,0,4.19,9.93
2023,4,17,22,10.94,84.36,1.32,0,2.39,9.68
2023,4,17,23,10.77,83.96,1.12,0,1.59,9.49
2023,4,18,0,10.72,82.76,0.83,0,1.88,9.33
2023,4,18,1,10.63,82.26,0.79,0,1.49,9.2
2023,4,18,2,10.36,82.87,1,0,0.56,8.98
2023,4,18,3,10.01,84.44,1.3,0,0.29,8.77
2023,4,18,4,9.65,86.24,1.62,0,0.28,8.57
2023,4,18,5,9.74,86.78,1.72,17.12,0.54,8.7
2023,4,18,6,11.69,81.68,1.88,113.85,0.46,10.18
2023,4,18,7,13.45,70.05,1.77,217.52,1.29,10.78
2023,4,18,8,15.13,58.84,2.03,362.15,2.05,11.14
2023,4,18,9,16.49,51.27,2.74,446.95,2.1,11.45
2023,4,18,10,17.2,49.24,3.36,461.1,3.73,11.83
2023,4,18,11,17.58,48.37,3.85,566.25,8.63,12.06
2023,4,18,12,17.7,48.07,4.26,692.65,8.88,12.12
2023,4,18,13,17.73,48.12,4.6,543.85,7.25,12.16
2023,4,18,14,17.48,48.71,4.81,363.25,4.33,12.01
2023,4,18,15,16.97,49.98,4.77,325.4,2.29,11.71
2023,4,18,16,16.35,51.66,4.48,200.45,0.87,11.35
2023,4,18,17,15.33,55.61,3.92,81.07,0.53,10.9
2023,4,18,18,12.92,68.72,2.57,6.65,0,10.1
2023,4,18,19,11.51,76.86,2.44,0,0,9.52
2023,4,18,20,10.93,82.33,2.11,0,0,9.46
2023,4,18,21,10.76,84.97,1.67,0,0,9.54
2023,4,18,22,10.74,86.05,1.15,0,0,9.61
2023,4,18,23,10.75,86.47,0.59,0,0,9.66
2023,4,19,0,10.34,88.74,0.08,0,0,9.45
2023,4,19,1,9.68,92.22,0.63,0,0,9.07
2023,4,19,2,9.17,94.08,1.13,0,0,8.69
2023,4,19,3,8.68,95,1.48,0,0,8.26
2023,4,19,4,8.52,93.22,1.7,0,0,7.95
2023,4,19,5,8.78,88.83,1.76,32.62,0,7.84
2023,4,19,6,11.55,72.53,1.66,191.52,0,9.09
2023,4,19,7,14.49,57.85,0.59,382.05,0,10.33
2023,4,19,8,16.66,49.68,1.91,560.95,0,11.31
2023,4,19,9,18.24,45.33,2.48,631.83,0,12.14
2023,4,19,10,19.52,41.49,3,847.83,0,12.74
2023,4,19,11,20.52,38.71,3.51,890.42,0,13.18
2023,4,19,12,21.17,36.98,3.99,804.35,0,13.46
2023,4,19,13,21.39,36.46,4.44,797.85,0,13.56
2023,4,19,14,21.22,36.57,4.77,675.65,0,13.43
2023,4,19,15,20.71,37.39,5.08,500.98,0,13.12
2023,4,19,16,19.75,39.2,5.39,317.52,0,12.57
2023,4,19,17,18.02,43.16,5.56,133.4,0,11.65
2023,4,19,18,15.06,54.13,4.58,9.57,0,10.45
2023,4,19,19,12.9,65.57,3.73,0,0,9.75
2023,4,19,20,11.67,73.98,2.48,0,0,9.42
2023,4,19,21,10.95,79.5,2.1,0,0,9.25
2023,4,19,22,10.55,82.61,2,0,0,9.13
2023,4,19,23,10.16,84.37,2.08,0,0,8.89
2023,4,20,0,9.77,84.61,2.22,0,0.18,8.51
2023,4,20,1,9.49,82.73,2.32,0,0.18,8.04
2023,4,20,2,9.35,79.61,2.34,0,0.18,7.6
2023,4,20,3,9.26,76.86,2.35,0,0,7.23
2023,4,20,4,9.18,75.1,2.38,0,0,6.98
2023,4,20,5,9.67,72.27,2.33,36.9,0,7.2
2023,4,20,6,13.1,60.05,2.31,206.77,0,9.24
2023,4,20,7,16.1,47.6,2.93,358.67,0,10.43
2023,4,20,8,18.79,40.95,3.26,566.42,0,11.9
2023,4,20,9,20.85,37.92,3.53,631.38,0.01,13.28
2023,4,20,10,22.18,35.93,4.27,817.92,0.03,14.16
2023,4,20,11,22.94,35.17,5.3,884.85,0.13,14.72
2023,4,20,12,23.27,35.32,6.12,865.88,0.44,15.08
2023,4,20,13,23.34,35.79,6.49,705.47,1.79,15.26
2023,4,20,14,22.99,36.87,6.61,580.88,3.33,15.15
2023,4,20,15,22.25,38.73,6.52,419.98,1.23,14.82
2023,4,20,16,20.76,43.06,6.51,247.57,0.31,14.18
2023,4,20,17,18.31,52.38,6.4,105.28,0.14,13.28
2023,4,20,18,15.56,67.14,5.41,7.12,0,12.45
2023,4,20,19,13.95,80.48,4.01,0,0,12.25
2023,4,20,20,13.33,87.9,2.96,0,0,12.33
2023,4,20,21,12.63,94.89,2.05,0,0.04,12.22
2023,4,20,22,12.07,100,1.97,0,0.07,12.11
2023,4,20,23,12,100,1.81,0,0.11,12.15
2023,4,21,0,11.95,100,1.65,0,0.06,12.05
2023,4,21,1,11.93,100,1.51,0,0.06,11.93
2023,4,21,2,11.93,99.23,1.33,0,0.06,11.87
2023,4,21,3,11.74,99.37,1.47,0,0.05,11.69
2023,4,21,4,11.53,100,1.67,0,0.08,11.56
2023,4,21,5,11.93,98.73,1.83,33.28,0.1,11.83
2023,4,21,6,13.43,89.11,2.62,164.12,0.08,12.54
2023,4,21,7,15.02,78.52,3.27,320.58,0.03,13.16
2023,4,21,8,16.51,70.66,3.91,471.92,0.01,13.83
2023,4,21,9,17.99,64.06,4.43,623.67,0.01,14.54
2023,4,21,10,19.16,59.46,4.96,764.38,0.01,15.12
2023,4,21,11,20.04,56.09,5.4,824.1,0.02,15.54
2023,4,21,12,20.44,54.25,5.58,802.2,0.03,15.67
2023,4,21,13,20.4,53.59,5.58,780.22,0.06,15.55
2023,4,21,14,20.1,53.45,5.57,646.2,0.01,15.24
2023,4,21,15,19.55,53.59,5.7,469,0,14.72
2023,4,21,16,18.63,54.24,5.82,290.98,0,13.92
2023,4,21,17,17.28,56.62,5.5,117.07,0,12.92
2023,4,21,18,15.02,66.53,3.41,9.48,0.84,11.9
2023,4,21,19,13.13,80.29,2.19,0,0.57,11.42
2023,4,21,20,12.55,86.12,1.75,0,0.09,11.38
2023,4,21,21,12.65,87.72,1.44,0,0.03,11.62
2023,4,21,22,12.47,89.43,1.54,0,0.19,11.59
2023,4,21,23,12.23,90.43,1.68,0,0.64,11.42
2023,4,22,0,12.08,90.57,1.65,0,0.74,11.27
2023,4,22,1,11.92,91.75,1.71,0,0.23,11.21
2023,4,22,2,11.55,96.18,1.9,0,0.24,11.21
2023,4,22,3,11.51,99.62,2.01,0,0.31,11.46
2023,4,22,4,11.69,100,1.9,0,0.36,11.73
2023,4,22,5,12.19,98.85,1.59,31.45,0.42,12.1
2023,4,22,6,13.62,90.73,1.6,167.23,0.18,12.88
2023,4,22,7,14.7,83.32,1.62,332.48,0.09,13.3
2023,4,22,8,16.1,72.95,2.01,484.95,0.08,13.67
2023,4,22,9,17.63,64.13,2.65,633.53,0.21,14.18
2023,4,22,10,19.41,55.57,3.53,664.38,0.44,14.83
2023,4,22,11,20.74,50.71,4.17,658.58,0.57,15.43
2023,4,22,12,20.7,51.45,4.28,696.67,0.76,15.52
2023,4,22,13,19.91,55.07,3.99,663.62,0.74,15.27
2023,4,22,14,19.7,57.19,3.64,523.35,0.73,15.35
2023,4,22,15,19.84,57.09,3.38,393.2,0.55,15.47
2023,4,22,16,19.55,57.51,3.06,237.38,0.32,15.25
2023,4,22,17,18.78,60.57,2.76,91.85,0.06,14.88
2023,4,22,18,16.56,71.58,2.03,8.23,0.02,13.98
2023,4,22,19,14.97,79.03,2.3,0,0,13.15
2023,4,22,20,14.01,85.5,2.24,0,0,12.8
2023,4,22,21,13.41,89.52,2.1,0,0.01,12.54
2023,4,22,22,13.05,91.23,1.95,0,0.01,12.32
2023,4,22,23,12.72,92.17,1.84,0,0.01,12.07
2023,4,23,0,12.41,92.44,1.71,0,0.01,11.78
2023,4,23,1,12.14,92.34,1.55,0,0,11.49
2023,4,23,2,11.78,92.89,1.59,0,0,11.19
2023,4,23,3,11.49,93.23,1.63,0,0.01,10.92
2023,4,23,4,11.44,92.41,1.34,0,0.01,10.81
2023,4,23,5,11.71,90.22,0.79,36.6,0.01,10.92
2023,4,23,6,13.7,79.7,0.21,172.62,0.02,11.96
2023,4,23,7,16.17,68.57,1.84,344.92,0.04,13.26
2023,4,23,8,18.59,58.03,2.82,500.75,0.02,14.35
2023,4,23,9,20.65,47.27,3.7,609.5,0.01,14.77
2023,4,23,10,21.98,40.07,4.53,724.2,0.01,14.79
2023,4,23,11,23.04,35.74,5.23,753.67,0.02,14.96
2023,4,23,12,23.81,33.94,5.93,756.33,0.05,15.32
2023,4,23,13,24.17,33.82,6.5,752.05,0.21,15.64
2023,4,23,14,24.13,34.56,6.94,649.33,0.21,15.77
2023,4,23,15,23.67,35.84,6.99,490.05,0.18,15.6
2023,4,23,16,22.8,38.24,6.74,303,0.07,15.25
2023,4,23,17,21.41,42.97,5.65,123.95,0.01,14.8
2023,4,23,18,18.54,55.43,3.44,10.55,0.01,13.95
2023,4,23,19,16.72,64.68,2.74,0,0.14,13.34
2023,4,23,20,15.84,70.89,2.02,0,0.6,13.17
2023,4,23,21,15.74,72.68,0.75,0,0.49,13.26
2023,4,23,22,14.79,80.81,0.85,0,0.97,13.13
2023,4,23,23,13.9,90.64,1.84,0,0.84,13.13
2023,4,24,0,13.29,96.47,2.38,0,0.33,12.99
2023,4,24,1,12.36,100,2.58,0,0.35,12.51
2023,4,24,2,12.62,100,2.56,0,0.57,12.62
2023,4,24,3,12.71,99,2.18,0,0.44,12.63
2023,4,24,4,12.53,99.44,1.88,0,0.36,12.48
2023,4,24,5,12.82,98,1.76,30.77,0.34,12.66
2023,4,24,6,14.26,90.6,1.93,143.5,0.26,13.5
2023,4,24,7,15.77,80.22,1.79,285.83,0.11,14.08
2023,4,24,8,18.27,61.93,2.23,456.5,0.03,14.51
2023,4,24,9,20.36,47.25,2.94,606.2,0.03,14.43
2023,4,24,10,21.85,39.64,3.72,724.33,0.03,14.52
2023,4,24,11,22.84,36.52,4.7,771.4,0.01,14.85
2023,4,24,12,23.41,36.33,5.54,729.05,0.03,15.39
2023,4,24,13,23.56,38.13,6.12,666.28,0.25,15.93
2023,4,24,14,23.32,40.77,6.47,582.12,0.65,16.24
2023,4,24,15,22.81,43.15,6.55,390.15,0.32,16.18
2023,4,24,16,22.13,45.32,6.04,242.23,0.04,15.9
2023,4,24,17,21.06,49.03,5.08,102.03,0,15.45
2023,4,24,18,18.33,60.99,3.26,10.48,0,14.46
2023,4,24,19,16.08,73.03,3.03,0,0.01,13.63
2023,4,24,20,14.85,83.41,2.77,0,0.11,13.44
2023,4,24,21,14,91.97,2.42,0,0.12,13.36
2023,4,24,22,13.35,98.68,2.24,0,0.13,13.25
2023,4,24,23,13.58,98.77,2.09,0,0.19,13.49
2023,4,25,0,13.27,100,2.03,0,0.21,13.34
2023,4,25,1,12.94,100,2.02,0,0.17,13.11
2023,4,25,2,12.78,100,1.95,0,0.12,12.92
2023,4,25,3,12.38,100,2.07,0,0.13,12.51
2023,4,25,4,12.52,96.95,2.07,0,0.11,12.27
2023,4,25,5,13.08,90.15,2.2,37.2,0.07,12.27
2023,4,25,6,14.38,81.23,2.69,163.95,0.04,12.77
2023,4,25,7,16.46,70.25,2.98,314.8,0.02,13.73
2023,4,25,8,19.86,56.2,4.05,470.83,0.02,15.35
2023,4,25,9,22.83,46.28,5.12,667.88,0.34,16.74
2023,4,25,10,24.38,42.7,5.72,775.58,1,17.62
2023,4,25,11,25.22,41.17,5.97,682.92,1.22,18.15
2023,4,25,12,25.64,40.42,5.91,648.33,1.22,18.41
2023,4,25,13,25.4,40.98,5.46,597.42,1.16,18.3
2023,4,25,14,25.14,41.75,4.8,485.52,1.09,18.18
2023,4,25,15,24.52,43.38,3.82,318.9,0.68,17.88
2023,4,25,16,23.62,46.38,3.01,191.55,0.48,17.51
2023,4,25,17,22.05,52.63,3.17,78.88,0.2,16.95
2023,4,25,18,18.82,68.01,3.72,8.62,0.12,15.8
2023,4,25,19,16.36,82.22,4.53,0,0.26,14.85
2023,4,25,20,14.82,92.43,4.08,0,0.21,14.22
2023,4,25,21,14.52,93.15,3.32,0,0.1,13.99
2023,4,25,22,14.41,92.59,2.53,0,0.05,13.83
2023,4,25,23,14.31,92.62,1.85,0,0.03,13.73
2023,4,26,0,14.13,93.69,1.12,0,0.01,13.64
2023,4,26,1,14.02,94.25,0.82,0,0.01,13.57
2023,4,26,2,14.02,94.05,0.52,0,0,13.56
2023,4,26,3,13.91,94.44,0.14,0,0,13.47
2023,4,26,4,13.63,95.68,0.28,0,0,13.3
2023,4,26,5,13.89,93.82,0.65,34.62,0,13.4
2023,4,26,6,15.74,80.68,1.75,161.85,0,14.09
2023,4,26,7,17.67,70.3,2.84,318.1,0.01,14.93
2023,4,26,8,19.2,63.31,3.53,495.6,0.03,15.63
2023,4,26,9,20.33,58.83,4.17,525.6,0.04,16.17
2023,4,26,10,21.26,55.55,4.53,508.23,0.04,16.64
2023,4,26,11,22.23,52.33,4.66,640.58,0.03,17.12
2023,4,26,12,23.34,48.89,4.85,717.6,0.02,17.67
2023,4,26,13,23.87,47.11,5.15,666.65,0.01,17.89
2023,4,26,14,23.71,47.32,5.46,546.5,0.01,17.78
2023,4,26,15,22.99,49.07,5.42,333.38,0.01,17.36
2023,4,26,16,22.2,50.91,5.16,195.38,0,16.89
2023,4,26,17,20.74,55.31,4.91,78.03,0,16.11
2023,4,26,18,18.43,64.33,4.13,9.75,0.02,15.01
2023,4,26,19,16.68,73.14,3.48,0,0.02,14.26
2023,4,26,20,15.77,78.36,2.54,0,0.15,13.9
2023,4,26,21,15.3,81.41,1.62,0,0.69,13.72
2023,4,26,22,15.03,84.22,0.93,0,1.7,13.72
2023,4,26,23,14.67,86.76,1.06,0,2.37,13.58
2023,4,27,0,14.24,88.33,1.41,0,2.06,13.29
2023,4,27,1,14.17,87.55,1.54,0,1,13.16
2023,4,27,2,14.38,84.63,1.32,0,0.28,13.11
2023,4,27,3,14.55,81.52,1.01,0,0.04,12.99
2023,4,27,4,14.43,80.73,0.97,0,0.01,12.8
2023,4,27,5,14.58,81.56,1.08,42.55,0,13.02
2023,4,27,6,16.05,75.85,1.6,164.62,0,13.93
2023,4,27,7,17.41,65.74,2.29,313.1,0.02,14.17
2023,4,27,8,18.68,58.02,2.8,460.67,0.05,14.45
2023,4,27,9,20.47,51.02,3.13,614.8,0.04,15.22
2023,4,27,10,22.11,45.96,3.5,663.97,0.04,16.01
2023,4,27,11,23.53,42.42,4.14,797.4,0.05,16.76
2023,4,27,12,24.56,40.71,4.65,857.58,0.1,17.43
2023,4,27,13,25.14,40.43,4.89,774.8,0.27,17.93
2023,4,27,14,25.34,40.55,4.76,629.5,0.84,18.15
2023,4,27,15,25.2,41.02,4.44,426.88,0.98,18.1
2023,4,27,16,24.59,42.53,4.21,264.42,0.51,17.8
2023,4,27,17,23.29,46.49,4.28,112.47,0.17,17.23
2023,4,27,18,20.11,58.54,4.22,13.18,0.02,15.91
2023,4,27,19,17.31,72.82,4.26,0,0.01,14.85
2023,4,27,20,15.53,85.62,3.25,0,0.1,14.33
2023,4,27,21,14.74,92.45,2.05,0,0.35,14.13
2023,4,27,22,14.39,95.25,0.96,0,0.26,14.02
2023,4,27,23,14.4,94.63,0.39,0,0.02,13.98
2023,4,28,0,14.33,93.72,0.65,0,0,13.83
2023,4,28,1,14.22,92.06,1.22,0,0,13.57
2023,4,28,2,14.3,88.41,1.44,0,0,13.33
2023,4,28,3,14.55,83.5,1.43,0,0,13.13
2023,4,28,4,14.89,78.63,1.26,0,0,12.99
2023,4,28,5,15.78,72.35,0.88,43.7,0,13.24
2023,4,28,6,17.4,67.32,0.17,178.65,0,14.3
2023,4,28,7,19.04,55.01,1.24,346.02,0,14.3
2023,4,28,8,20.5,47.92,2.12,506.33,0,14.72
2023,4,28,9,21.68,43.67,2.59,606.65,0,15.17
2023,4,28,10,22.63,41.04,3.03,728.38,0,15.61
2023,4,28,11,23.75,38.19,3.6,729.78,0,16.14
